sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level
BASEBALL,106.05,127.96,136.77,28.84,28.6,169.06,0.8475,0,0,0,0,0
VOLLEYBALL,94.89,43.93,152.19,125.03,70.21,142.15,0.4916,1,1,1,0,3
TRACK,146.6,113.33,151.4,54.46,10.41,181.11,0.8811,0,0,0,0,0
AMERICAN_FOOTBALL,33.94,99.63,76.93,41.65,48.08,126.58,0.4607,0,1,1,1,3
BASEBALL,105.27,146.71,127.85,47.44,28.26,173.11,0.6003,1,1,0,0,1
BOXING,130.36,103.53,119.16,77.16,44.23,173.56,0.6112,0,1,0,0,1
SWIMMING,89.32,100.29,120.09,87.5,45.87,124.02,0.135,1,1,1,1,3
CRICKET,84.45,65.53,81.83,52.37,45.42,152.41,0.5204,1,1,0,0,2
OTHER,71.55,112.83,170.63,88.95,27.93,157.21,0.7135,0,1,0,0,1
BADMINTON,99.76,110.51,117.66,85.58,18.92,176.77,0.7062,0,0,0,0,0
HOCKEY,78.9,85.62,103.15,123.43,49.61,133.46,0.5136,1,1,1,1,3
TRACK,135.31,89.97,147.27,88.59,36.21,158.08,0.4202,1,0,0,1,2
WRESTLING,162.52,102.86,161.28,114.46,34.04,167.42,0.5952,0,0,0,1,1
SOCCER,99.92,88.59,131.22,81.31,45.33,166.82,0.647,0,1,0,0,1
TENNIS,93.53,114.39,91.16,39.94,17.34,180.62,0.8455,0,0,0,0,0
TRACK,88.18,146.55,165.04,46.31,20.45,180.16,0.9102,0,0,0,0,0
HOCKEY,93.11,98.53,113.74,34.19,23.63,174.2,0.6186,0,0,0,1,1
SWIMMING,120.3,94.59,109.38,36.4,5.12,176.92,0.9559,0,0,0,0,0
RUGBY,87.37,70.94,143.83,26.95,47.4,164.83,0.49,1,1,1,1,2
SWIMMING,107.04,80.03,162.22,57.37,48.08,164.45,0.8103,1,1,0,0,1
AMERICAN_FOOTBALL,82.31,125.07,130.07,119.95,46.37,149.82,0.4456,1,1,0,1,2
AMERICAN_FOOTBALL,61.55,138.19,122.0,70.96,53.68,163.37,0.5648,0,0,1,1,2
WRESTLING,70.15,122.25,136.96,25.95,41.18,148.37,0.431,1,1,1,1,2
WRESTLING,107.27,161.9,156.37,85.74,13.95,173.68,0.9931,0,0,0,0,0
WRESTLING,152.21,106.71,115.47,88.29,33.08,157.82,0.7865,0,1,0,0,1
RUGBY,113.08,105.12,162.55,112.11,41.52,147.68,0.6132,1,1,1,0,2
AMERICAN_FOOTBALL,46.47,61.28,75.89,138.15,85.48,125.06,0.4541,1,1,1,0,3
BASKETBALL,82.27,115.81,135.33,60.69,13.48,175.14,0.8662,0,0,0,0,0
SOCCER,72.87,96.03,149.23,51.69,61.7,135.75,0.5011,1,1,1,1,3
OTHER,110.23,81.71,141.45,117.65,23.92,163.16,0.7332,0,1,0,0,1
CRICKET,87.47,88.0,111.54,147.36,41.45,126.51,0.506,1,1,1,1,3
BOXING,49.8,52.32,151.37,88.6,41.55,147.84,0.2719,1,1,0,1,3
BADMINTON,124.63,134.49,130.27,69.62,1.75,173.91,0.7186,0,0,0,0,0
BADMINTON,141.48,123.76,145.8,94.3,24.11,160.2,0.8147,0,1,0,0,1
BOXING,129.19,118.01,93.25,47.32,49.2,154.81,0.4339,1,1,1,0,2
AMERICAN_FOOTBALL,106.02,164.86,157.33,37.99,21.19,178.51,0.8463,0,0,0,0,0
AMERICAN_FOOTBALL,113.73,85.93,171.12,36.53,12.55,162.9,0.7639,1,1,0,0,1
VOLLEYBALL,124.81,128.93,136.06,81.83,42.71,148.69,0.497,0,1,1,1,2
CRICKET,106.15,157.75,167.07,108.21,10.47,163.91,0.7205,1,0,0,1,1
TRACK,72.37,40.27,78.5,138.5,68.34,132.73,0.2075,1,1,0,1,3
BASKETBALL,122.95,150.04,142.06,105.39,40.27,170.44,0.7143,0,0,1,1,1
CRICKET,80.92,105.49,153.18,40.45,42.74,163.38,0.7712,1,0,0,1,1
VOLLEYBALL,52.75,48.22,99.49,83.5,67.09,127.21,0.2336,1,1,1,1,3
GYMNASTICS,144.25,89.7,81.0,114.59,31.93,162.44,0.6559,0,0,1,1,2
OTHER,157.6,124.84,140.76,86.04,19.23,178.96,0.7534,0,0,0,0,0
RUGBY,53.67,51.51,108.12,46.41,68.67,124.28,0.4249,1,1,1,1,3
WRESTLING,67.94,97.32,154.04,64.46,38.75,158.98,0.8158,1,1,0,0,1
BASEBALL,144.39,98.35,117.38,134.27,50.75,150.58,0.4713,1,1,0,0,2
WRESTLING,124.37,118.48,134.31,104.83,34.18,169.96,0.614,0,1,0,0,1
VOLLEYBALL,155.02,159.92,171.63,36.7,15.82,163.7,0.9096,1,0,0,0,0
VOLLEYBALL,146.26,147.52,169.2,98.67,7.36,175.42,0.8043,0,0,0,0,0
CYCLING,74.49,120.76,110.97,86.8,33.68,172.78,0.6286,0,1,0,0,1
BADMINTON,84.36,140.58,107.95,134.59,58.75,161.09,0.4277,0,1,1,0,2
BASEBALL,81.95,40.91,126.89,22.86,81.96,120.63,0.3541,1,1,0,1,3
HOCKEY,159.84,90.42,147.38,68.16,28.59,174.01,0.6507,1,0,0,0,1
BADMINTON,27.26,54.3,81.42,102.41,70.62,136.68,0.4629,1,1,1,1,3
SWIMMING,113.97,134.37,104.71,105.61,48.53,167.1,0.7046,1,0,0,0,1
BOXING,113.97,137.09,168.21,119.04,35.9,171.61,0.6245,0,1,0,0,1
BOXING,67.11,121.26,160.34,98.07,19.49,156.23,0.688,1,0,0,1,1
VOLLEYBALL,163.84,112.17,154.52,73.02,8.76,172.62,0.8831,0,0,0,0,0
HOCKEY,102.89,159.78,105.85,53.85,6.45,162.31,0.7244,0,0,0,0,0
TENNIS,33.03,107.2,82.94,115.01,58.21,134.12,0.1342,1,1,1,1,3
BOXING,89.3,92.75,99.87,54.02,65.76,134.72,0.3993,1,1,0,1,3
CYCLING,116.22,91.91,173.15,64.35,16.34,181.74,0.9618,0,0,0,0,0
RUGBY,64.57,113.88,128.67,100.25,39.85,147.18,0.6017,1,1,0,1,2
AMERICAN_FOOTBALL,23.64,82.76,97.24,71.29,84.44,135.58,0.383,1,1,1,1,3
TRACK,124.09,110.66,142.31,67.32,8.65,181.05,0.7758,0,0,1,0,0
BASEBALL,68.09,90.09,144.67,97.11,49.95,140.52,0.2223,1,1,1,1,3
VOLLEYBALL,85.43,97.25,126.48,92.12,32.56,155.58,0.5637,1,1,1,1,2
VOLLEYBALL,156.53,161.87,117.52,97.75,38.78,171.19,0.7054,0,1,0,0,1
RUGBY,141.42,87.98,129.31,61.28,35.06,173.92,0.7336,1,1,0,0,1
BADMINTON,160.71,93.66,99.69,77.42,39.84,170.86,0.6936,1,0,0,0,1
VOLLEYBALL,106.75,84.25,108.25,105.08,34.32,169.54,0.6008,0,0,1,1,1
SOCCER,88.32,151.55,172.71,82.35,27.77,180.54,0.883,0,0,0,0,0
BADMINTON,65.2,64.12,84.08,56.58,83.38,124.62,0.4432,1,0,1,1,3
AMERICAN_FOOTBALL,80.27,157.28,143.12,67.09,11.92,166.08,0.7325,0,0,0,0,0
BADMINTON,152.58,150.03,100.36,90.75,19.79,167.55,0.7844,0,0,0,0,0
SWIMMING,137.6,87.57,140.9,23.71,13.37,173.37,0.6678,1,0,0,1,1
TENNIS,45.8,63.75,130.4,131.99,75.23,142.06,0.3223,1,1,1,1,3
HOCKEY,159.21,84.8,119.5,101.11,25.67,170.23,0.7013,0,1,0,1,1
GYMNASTICS,104.31,144.75,108.3,23.8,43.94,152.47,0.5668,1,1,0,1,2
CRICKET,141.71,154.75,122.44,110.75,42.72,173.77,0.5825,0,1,0,0,1
BADMINTON,60.79,79.43,164.67,79.68,50.59,154.9,0.4647,1,1,1,1,2
GYMNASTICS,135.78,98.42,112.35,128.84,64.98,160.66,0.5376,1,0,1,1,2
HOCKEY,156.17,99.17,153.11,99.17,13.1,175.25,0.7717,0,0,0,0,0
BADMINTON,135.27,134.27,118.87,116.24,41.7,159.7,0.5758,0,1,1,0,2
SWIMMING,83.57,110.54,146.25,51.23,16.19,162.79,0.918,0,0,0,0,0
BASEBALL,110.79,166.77,122.25,21.03,12.28,181.03,0.7049,0,0,0,0,0
CYCLING,60.31,66.87,145.06,34.02,49.62,121.1,0.1363,0,1,1,1,3
CRICKET,91.88,172.05,148.83,23.36,18.01,177.76,0.7002,0,0,0,0,0
BOXING,156.63,104.65,96.81,82.28,44.52,163.72,0.8165,0,1,0,0,1
TRACK,78.69,125.49,95.23,40.86,35.72,159.0,0.5374,1,1,0,1,2
TRACK,72.97,141.52,93.52,27.95,59.88,164.43,0.5136,1,1,0,1,2
BASEBALL,50.13,74.21,114.08,68.2,66.79,133.34,0.4058,1,0,1,1,3
TENNIS,88.75,94.41,120.16,58.64,63.13,122.96,0.3482,1,1,1,1,3
VOLLEYBALL,143.71,151.74,113.57,98.89,9.98,162.96,0.9894,0,0,0,0,0
SOCCER,109.07,149.57,158.02,67.66,29.55,181.23,0.7487,0,0,0,0,0
BASEBALL,95.29,71.93,146.51,99.72,34.09,163.8,0.4461,1,1,0,1,2
TENNIS,119.95,98.93,150.97,65.36,30.65,162.23,0.7771,0,0,0,0,0
WRESTLING,93.45,106.1,110.35,54.36,33.09,162.94,0.7026,0,1,0,0,1
HOCKEY,53.62,89.34,134.38,72.83,55.01,130.5,0.1923,1,1,1,1,3
AMERICAN_FOOTBALL,74.07,89.99,158.5,86.75,36.34,161.14,0.4505,0,1,1,1,2
SOCCER,27.62,93.71,124.87,93.56,60.15,125.12,0.3376,1,0,1,1,3
VOLLEYBALL,116.87,111.44,166.05,82.41,8.48,170.67,0.8797,0,0,0,0,0
OTHER,88.05,114.32,166.31,20.17,36.85,163.32,0.5962,0,0,1,0,1
BADMINTON,136.8,136.83,125.17,37.7,10.88,171.34,0.8092,0,1,0,0,1
WRESTLING,106.49,118.75,116.07,64.12,30.57,170.84,0.7971,0,0,0,0,0
SWIMMING,26.32,103.42,98.31,48.75,64.11,145.95,0.2544,1,1,1,1,3
TRACK,134.01,97.2,157.29,58.43,16.42,174.01,0.7959,0,1,0,0,0
SOCCER,142.44,141.22,148.92,72.1,22.82,165.49,0.71,0,0,0,0,0
RUGBY,70.7,78.62,95.86,68.83,45.99,121.71,0.1797,1,1,1,1,3
HOCKEY,134.22,93.58,163.4,41.33,46.99,160.18,0.7353,0,0,1,1,1
AMERICAN_FOOTBALL,124.92,138.74,129.5,55.43,7.92,173.16,0.7879,0,0,0,0,0
VOLLEYBALL,30.77,102.81,78.04,144.88,86.95,131.84,0.4883,1,1,1,1,3
HOCKEY,125.33,115.09,151.08,57.87,15.85,161.18,0.8136,0,1,0,0,1
HOCKEY,119.8,123.8,139.14,32.99,43.63,167.71,0.7384,1,1,0,0,1
GYMNASTICS,112.47,126.6,160.27,91.47,48.94,168.6,0.641,1,0,0,1,1
BOXING,66.84,100.84,123.35,127.91,69.75,141.72,0.4242,1,1,1,1,3
BOXING,38.06,72.6,121.24,87.46,53.09,142.72,0.3841,1,1,1,1,3
CRICKET,83.75,70.89,84.26,139.33,53.23,140.07,0.2727,1,1,1,1,3
GYMNASTICS,82.66,123.59,138.04,44.43,23.77,164.84,0.9431,0,0,1,0,0
AMERICAN_FOOTBALL,119.47,143.71,119.79,118.37,37.61,150.36,0.4495,0,0,1,1,2
BOXING,126.82,130.85,144.4,94.23,62.33,158.49,0.527,1,0,1,1,2
BADMINTON,33.55,84.15,111.21,38.67,89.7,121.03,0.2313,1,1,1,1,3
BADMINTON,126.04,98.62,99.26,52.56,22.48,163.58,0.7131,0,0,0,0,0
CRICKET,66.04,105.48,151.51,84.33,72.55,145.18,0.3818,0,1,1,1,3
WRESTLING,88.99,140.92,108.11,95.34,38.39,158.49,0.4599,1,1,0,0,2
AMERICAN_FOOTBALL,118.8,141.82,142.59,117.25,56.94,159.38,0.438,1,1,1,0,2
WRESTLING,162.42,109.43,111.68,50.85,40.12,160.49,0.6236,0,1,0,0,1
CYCLING,141.32,102.32,91.84,40.61,48.9,157.47,0.4296,1,1,0,0,2
WRESTLING,58.39,83.27,96.01,135.74,57.74,130.44,0.4399,0,1,1,1,3
SWIMMING,118.09,140.79,148.44,42.57,5.7,178.96,0.922,0,0,0,0,0
WRESTLING,154.96,126.65,91.28,29.13,3.02,177.54,0.7162,0,0,0,0,0
BADMINTON,158.75,120.28,117.14,49.41,36.94,176.33,0.7413,0,0,0,0,0
RUGBY,98.27,76.46,141.32,23.99,45.56,160.04,0.538,1,1,1,1,2
TRACK,95.73,152.38,144.3,96.26,29.43,181.26,0.7187,0,0,0,0,0
CRICKET,116.24,132.85,145.96,106.57,20.1,168.24,0.8165,1,0,0,0,1
CYCLING,20.7,77.77,84.91,32.08,78.48,130.96,0.1382,1,1,0,1,3
CRICKET,101.53,126.32,127.65,48.86,17.78,160.42,0.7157,0,1,0,0,1
TENNIS,81.64,100.87,79.83,58.91,89.43,143.49,0.485,1,1,0,1,3
SOCCER,165.48,111.5,162.07,46.64,24.21,180.89,0.7086,0,1,0,0,0
BOXING,92.97,110.19,161.15,50.05,26.59,155.22,0.6156,1,1,0,1,2
SOCCER,58.18,87.46,131.42,124.39,44.83,125.73,0.2265,1,0,1,1,3
CRICKET,109.79,135.59,106.08,31.81,7.15,173.61,0.9298,0,0,0,0,0
RUGBY,81.61,171.12,136.15,91.78,14.63,176.64,0.8436,0,0,0,0,0
VOLLEYBALL,139.79,91.97,161.02,98.88,23.33,172.18,0.6108,1,0,0,0,1
SWIMMING,75.08,66.8,147.66,47.98,59.2,141.95,0.173,1,0,1,1,3
OTHER,71.02,94.95,119.96,63.35,23.55,172.83,0.684,0,1,0,0,1
BOXING,68.87,105.97,130.29,109.01,37.11,149.92,0.6,1,1,0,1,2
BASEBALL,114.68,85.72,140.57,136.78,38.9,161.33,0.4772,1,1,0,1,2
WRESTLING,116.36,102.63,148.97,83.18,29.12,178.6,0.8176,0,0,0,0,0
BADMINTON,160.88,156.39,168.46,93.97,34.03,159.55,0.6051,0,1,0,0,1
VOLLEYBALL,135.87,129.36,140.75,72.54,19.75,167.63,0.9498,0,0,0,0,0
OTHER,64.93,124.29,162.91,86.87,49.92,156.52,0.6081,0,0,1,1,2
BASEBALL,20.67,98.45,95.73,139.87,89.78,135.97,0.2371,1,1,1,1,3
VOLLEYBALL,111.01,119.19,173.98,57.14,22.56,172.47,0.6497,0,1,0,0,1
OTHER,86.9,159.38,131.19,107.99,30.14,160.17,0.7171,0,0,0,1,1
GYMNASTICS,135.82,90.35,171.02,48.01,43.41,156.39,0.7653,0,0,0,1,1
AMERICAN_FOOTBALL,79.2,74.42,147.02,112.53,68.42,146.98,0.278,1,1,1,1,3
AMERICAN_FOOTBALL,106.44,122.93,143.36,92.9,64.78,159.61,0.6463,0,1,1,1,2
BASKETBALL,68.09,91.52,120.16,41.14,13.21,170.38,0.7801,1,0,0,1,1
SOCCER,85.61,64.21,124.44,49.83,85.83,126.41,0.2193,1,1,1,1,3
TRACK,90.45,102.62,90.43,73.7,51.44,147.41,0.6355,1,1,0,1,2
TRACK,107.03,106.67,141.33,75.55,56.4,147.33,0.5986,0,0,1,1,2
TENNIS,106.45,141.99,93.01,20.02,33.68,181.56,0.9585,0,0,0,0,0
TRACK,91.2,88.46,144.71,129.92,59.71,141.73,0.1973,1,1,1,1,3
CYCLING,141.39,115.67,154.19,52.47,32.29,146.09,0.4548,0,0,1,1,2
HOCKEY,108.33,148.22,140.45,43.37,28.74,170.91,0.7553,0,0,0,1,1
RUGBY,83.67,120.78,95.68,75.59,41.68,167.04,0.7072,1,0,1,0,1
SOCCER,151.27,110.57,158.2,24.59,0.81,181.1,0.9463,0,0,0,0,0
RUGBY,76.46,151.64,110.31,84.31,27.3,181.38,0.756,0,0,0,0,0
CYCLING,147.8,159.21,153.12,59.88,29.64,167.8,0.6086,0,1,0,0,1
AMERICAN_FOOTBALL,97.87,131.41,116.22,27.68,23.92,172.43,0.7449,0,1,0,0,1
SOCCER,115.24,137.75,142.37,36.46,28.71,152.18,0.4355,1,1,1,0,2
HOCKEY,104.28,125.57,91.11,22.37,38.42,149.14,0.4873,1,1,1,1,2
SOCCER,76.45,87.52,127.94,98.94,53.41,162.01,0.5891,1,1,0,0,2
BADMINTON,45.73,35.7,106.34,116.17,87.62,124.93,0.3491,1,1,1,1,3
AMERICAN_FOOTBALL,82.97,96.64,159.93,85.33,29.11,164.53,0.7618,0,0,0,0,0
AMERICAN_FOOTBALL,130.85,168.15,124.89,71.43,6.36,180.48,0.9059,0,0,0,0,0
WRESTLING,71.78,85.57,114.38,94.79,33.13,155.08,0.7697,1,0,0,1,1
BASKETBALL,141.07,139.21,97.08,21.56,8.94,178.7,0.9626,0,0,0,0,0
HOCKEY,81.19,167.98,147.49,45.04,36.16,171.3,0.7333,1,0,0,0,0
RUGBY,112.02,129.3,95.91,39.64,35.97,163.86,0.9565,0,0,0,0,0
TRACK,95.15,88.77,101.3,33.61,47.97,148.76,0.6797,1,1,1,1,2
VOLLEYBALL,113.13,91.85,94.42,137.43,45.22,149.27,0.5245,0,1,1,1,2
BASKETBALL,107.82,161.2,140.78,86.74,31.31,162.98,0.6573,0,0,1,0,1
HOCKEY,138.22,80.25,166.47,96.1,12.81,171.57,0.6841,1,1,0,0,1
SWIMMING,143.6,128.45,157.3,122.02,43.41,149.33,0.5727,1,1,0,0,2
RUGBY,120.14,156.69,170.06,111.65,41.33,159.9,0.6743,1,1,0,0,1
CYCLING,103.97,162.15,158.17,67.31,2.49,174.74,0.7894,0,0,0,0,0
SOCCER,81.55,114.86,100.14,45.43,21.8,162.05,0.7226,0,0,0,0,0
VOLLEYBALL,138.81,115.12,125.31,79.38,35.83,173.99,0.7205,0,0,0,0,0
CRICKET,79.64,107.97,147.12,74.03,78.91,141.49,0.3916,1,1,1,0,3
SWIMMING,166.4,164.51,134.46,80.68,16.78,169.13,0.9953,0,0,0,0,0
OTHER,143.42,119.5,161.41,103.67,33.03,158.38,0.7013,0,1,0,0,1
CYCLING,166.78,114.23,132.17,81.23,33.77,171.23,0.9771,0,0,0,0,0
BOXING,147.53,97.81,118.76,52.43,27.14,162.04,0.7111,1,0,0,1,1
VOLLEYBALL,119.44,160.98,127.26,116.21,18.26,171.22,0.6897,0,1,1,0,1
OTHER,63.11,100.35,114.26,102.44,77.59,120.6,0.4957,1,1,1,1,3
SOCCER,41.25,68.77,149.66,95.68,88.96,124.13,0.4931,1,1,1,1,3
CRICKET,28.1,106.48,102.45,29.82,79.06,123.21,0.1108,1,1,1,1,3
AMERICAN_FOOTBALL,117.37,113.27,160.63,71.11,1.8,172.09,0.7687,0,0,0,0,0
BASKETBALL,137.72,120.96,169.44,94.27,15.87,170.23,0.7739,0,0,1,0,1
CRICKET,37.68,72.63,78.07,74.25,75.26,147.45,0.1018,1,0,1,1,3
BASEBALL,87.41,73.52,136.45,79.86,70.21,150.8,0.1399,1,1,1,1,3
TENNIS,155.14,111.6,166.05,55.63,19.2,172.42,0.9602,0,0,0,0,0
TENNIS,123.86,164.19,149.99,63.43,10.9,174.86,0.6314,0,1,0,0,1
HOCKEY,90.33,132.98,121.68,130.79,36.05,156.26,0.6038,0,1,0,1,2
BADMINTON,68.59,95.17,94.37,107.77,14.3,170.61,0.5926,0,1,0,0,1
GYMNASTICS,100.15,127.33,115.86,124.8,64.88,161.43,0.6173,1,1,1,1,2
WRESTLING,140.05,111.6,160.26,52.22,21.2,172.92,0.7094,0,0,0,0,0
SWIMMING,84.97,126.15,129.32,20.98,36.28,166.12,0.8135,0,0,0,0,0
TRACK,103.53,138.69,166.81,135.44,61.54,163.64,0.6459,1,1,0,1,2
OTHER,148.94,120.84,173.27,61.65,16.11,169.69,0.582,1,0,0,1,1
OTHER,84.52,132.24,101.21,51.58,40.81,146.46,0.6005,1,1,1,1,2
BASKETBALL,112.74,171.98,147.77,33.57,17.99,168.3,0.7442,0,0,0,1,0
BOXING,79.39,74.35,91.61,39.63,35.37,156.58,0.6099,1,1,1,1,2
WRESTLING,90.14,85.39,124.32,60.44,49.45,166.43,0.7821,0,0,0,1,1
VOLLEYBALL,92.99,73.2,101.8,95.2,73.52,147.9,0.3052,1,1,1,1,3
BASEBALL,101.7,68.36,94.93,121.19,35.27,162.17,0.599,1,1,1,1,2
BASKETBALL,84.32,82.32,76.48,146.36,45.58,151.42,0.3766,1,1,0,1,3
CYCLING,62.32,36.64,134.02,58.47,89.08,123.04,0.2721,1,1,1,1,3
HOCKEY,25.99,39.28,98.78,100.76,45.82,122.49,0.4211,1,1,1,0,3
TRACK,113.46,152.75,146.83,55.98,28.08,180.72,0.7879,0,1,0,0,0
HOCKEY,166.49,96.82,113.06,49.52,20.8,166.85,0.75,0,0,0,0,0
AMERICAN_FOOTBALL,88.66,110.27,140.75,27.43,31.37,162.6,0.6009,0,1,0,0,1
SOCCER,149.91,83.29,129.78,104.31,13.55,159.4,0.6364,0,1,0,0,1
GYMNASTICS,93.6,140.39,91.46,96.08,43.71,151.01,0.604,0,1,1,0,2
GYMNASTICS,142.76,89.43,162.66,52.08,25.07,173.48,0.7953,0,1,0,0,1
TENNIS,120.54,101.92,161.9,90.44,2.84,170.26,0.8537,0,0,0,0,0
GYMNASTICS,89.01,150.53,139.39,114.66,36.84,167.56,0.6801,0,1,0,0,1
WRESTLING,90.6,92.27,87.12,73.32,39.65,159.81,0.7201,0,1,0,1,1
BASEBALL,61.6,72.19,131.29,28.03,83.34,144.03,0.3034,1,1,1,0,3
BASEBALL,62.23,99.13,94.85,59.61,63.11,150.8,0.58,1,1,0,1,2
TRACK,136.5,154.63,164.95,109.67,20.55,172.8,0.7982,0,1,1,0,1
BADMINTON,114.3,119.0,133.85,58.84,30.56,169.58,0.9069,0,0,0,1,0
VOLLEYBALL,163.12,81.19,164.37,43.17,33.17,168.28,0.7477,0,1,0,0,1
VOLLEYBALL,159.4,111.33,88.56,21.94,31.32,163.0,0.7164,0,1,1,0,1
CRICKET,102.01,91.53,93.02,90.71,36.23,159.53,0.7466,0,0,1,1,1
RUGBY,74.18,99.57,142.34,126.71,54.19,124.24,0.3635,1,1,1,1,3
VOLLEYBALL,155.11,167.87,152.0,60.48,13.41,181.24,0.8463,0,0,0,0,0
BASEBALL,75.19,109.43,99.5,45.89,42.85,155.24,0.6157,0,1,1,0,1
CYCLING,72.88,120.94,141.87,120.1,46.07,162.33,0.6631,0,0,1,1,2
BOXING,26.72,47.05,108.47,30.59,63.27,121.38,0.4148,1,1,1,1,3
BASEBALL,99.49,62.89,85.88,72.55,43.46,140.15,0.3966,1,1,1,1,3
SWIMMING,96.69,85.7,100.65,31.15,35.58,161.07,0.6516,1,1,1,1,2
TENNIS,124.49,100.45,87.47,87.92,37.99,167.25,0.7975,0,0,1,0,1
SWIMMING,107.52,133.02,111.17,98.86,22.82,163.23,0.7145,1,0,0,0,1
BASKETBALL,140.9,107.7,136.9,80.02,23.18,172.12,0.9139,0,0,0,0,0
CYCLING,26.96,68.35,100.5,143.18,65.27,144.3,0.1875,1,1,1,1,3
VOLLEYBALL,73.08,108.82,151.91,41.99,83.87,131.14,0.4094,1,1,0,1,3
WRESTLING,126.48,105.94,104.55,64.69,48.24,150.85,0.5332,1,1,1,1,2
BASEBALL,24.11,43.38,153.66,47.26,70.45,145.31,0.296,1,1,1,1,3
SWIMMING,33.9,61.98,118.17,145.71,53.69,121.65,0.2234,1,1,1,1,3
TRACK,118.53,125.45,136.9,51.91,13.38,166.76,0.7829,1,0,0,0,1
BASEBALL,56.4,115.14,134.59,101.2,40.23,161.22,0.5645,1,1,0,1,2
BOXING,26.77,45.58,126.08,136.48,68.83,133.3,0.2394,1,0,1,1,3
TENNIS,143.16,120.64,167.36,99.55,18.46,160.95,0.594,1,1,0,0,1
BASEBALL,72.2,87.23,127.09,65.5,59.0,146.61,0.3215,1,0,1,1,3
TENNIS,57.99,48.95,99.18,156.49,86.34,142.98,0.3656,1,1,1,1,3
WRESTLING,48.46,42.67,103.28,80.23,88.65,151.8,0.4704,1,1,1,0,3
CYCLING,95.4,108.06,144.36,21.31,40.86,145.72,0.1702,1,1,1,1,3
CRICKET,70.69,139.68,131.72,45.88,25.69,164.2,0.782,1,1,0,0,1
BOXING,135.35,98.8,118.94,64.19,32.05,176.03,0.791,0,0,0,0,0
BADMINTON,95.92,99.82,107.21,102.9,54.06,151.73,0.4422,0,1,0,1,2
BADMINTON,124.77,129.68,164.92,79.05,33.48,181.02,0.9747,0,0,0,0,0
BOXING,29.86,75.03,85.13,58.66,76.06,141.39,0.3895,1,0,1,1,3
OTHER,40.48,42.76,90.92,153.11,54.73,141.31,0.4444,1,1,1,1,3
WRESTLING,79.96,88.05,124.27,86.95,47.57,143.28,0.4642,1,1,1,1,3
CYCLING,115.04,89.58,161.19,126.65,39.72,150.63,0.5156,1,1,0,1,2
CRICKET,108.69,144.53,172.98,47.33,26.25,166.54,0.8379,0,0,0,0,0
BADMINTON,100.73,139.06,94.12,71.32,11.75,172.12,0.5882,1,0,0,1,1
GYMNASTICS,48.04,103.85,142.7,143.73,66.72,150.7,0.444,1,1,0,1,3
GYMNASTICS,45.71,100.47,110.38,156.37,67.78,136.25,0.4405,0,1,1,1,3
SOCCER,107.54,155.9,155.18,83.51,39.02,171.91,0.5891,1,0,0,1,1
TRACK,100.36,116.67,159.98,75.62,20.89,165.07,0.7342,0,1,0,0,1
BASKETBALL,144.8,88.47,143.66,39.69,47.91,157.24,0.5989,1,0,0,0,1
SOCCER,126.52,109.17,146.59,94.11,60.28,164.05,0.5903,0,1,1,1,2
RUGBY,75.94,92.99,112.7,91.63,22.29,176.46,0.8662,0,0,0,0,0
TRACK,109.11,107.23,110.16,64.41,44.81,147.67,0.5348,1,1,0,0,2
TENNIS,99.93,99.37,107.46,117.89,25.32,162.63,0.6287,0,1,0,0,1
TENNIS,132.97,120.48,104.0,96.86,14.8,167.21,0.7637,0,1,1,0,1
TRACK,73.11,163.46,123.85,55.62,14.18,172.39,0.6803,0,0,1,0,1
RUGBY,138.38,119.86,104.27,123.01,59.12,160.48,0.4248,1,1,1,0,2
CYCLING,151.89,113.98,170.92,22.41,2.17,181.81,0.9022,0,0,0,0,0
BOXING,129.75,120.71,125.73,94.61,52.87,150.07,0.6425,1,1,1,0,2
BASKETBALL,158.08,155.53,134.1,41.18,13.47,163.02,0.8685,0,0,0,0,0
CRICKET,166.47,166.72,108.36,77.28,36.24,176.7,0.8808,0,0,0,0,0
VOLLEYBALL,76.1,70.53,127.63,107.48,40.02,150.44,0.346,1,1,1,1,3
VOLLEYBALL,110.49,116.71,135.38,87.59,29.73,171.9,0.6511,0,0,0,1,1
TENNIS,158.45,156.11,120.9,50.24,18.81,157.03,0.803,0,0,1,1,1
VOLLEYBALL,50.56,49.22,154.83,62.03,71.83,144.92,0.4841,1,1,1,1,3
BASEBALL,112.34,128.91,104.92,31.36,14.59,169.19,0.8146,0,0,1,0,1
VOLLEYBALL,127.03,122.29,145.61,49.61,36.35,148.83,0.5149,0,1,1,1,2
OTHER,134.57,123.34,114.52,64.3,19.01,171.55,0.6445,0,1,0,0,1
AMERICAN_FOOTBALL,58.69,98.25,149.94,114.9,56.24,162.05,0.6346,1,1,0,1,2
SWIMMING,151.63,127.0,167.71,59.09,37.13,177.51,0.7605,0,0,0,0,0
TENNIS,75.64,168.08,151.33,25.42,23.9,171.36,0.7658,0,0,0,0,0
BASEBALL,95.39,139.07,169.59,54.6,18.51,178.45,0.724,0,0,0,0,0
CYCLING,123.19,114.44,168.47,77.23,19.66,169.87,0.7234,0,0,0,0,0
